setup_id,weights,n_logs,mean_accuracy_full,mean_accuracy_action,mean_regret_full,mean_regret_action,median_rank_full,median_rank_action,mean_train_instances,description,model_kind,feature_set,data_regime,action_space,n_estimators,random_state,notes
B2_apdtm_cls_cash_features_cash_real_default,simp,18,0.5528839981389603,0.5598838922265066,0.4114436793752971,0.13796665572701375,138.5,3.0,16.055555555555557,"APDTM-style classifier trained on CASH features, real logs only.",classifier,cash,cash_real,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,equal,18,0.8269569480657794,0.9228394035805224,0.1400784842751219,0.007590299548834643,112.0,1.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,fit+gen,18,0.8975433534144044,0.6788221438006813,0.09774449921609601,0.07787632762018262,76.0,4.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,fit+pre,18,0.8334215959166902,0.986560387266597,0.14864459586874781,0.007087765967819953,65.0,1.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,fit+sim,18,0.8420803309795749,0.7170086022973117,0.13475449195748113,0.05576005899665472,99.0,3.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,fitn,18,0.9454990467214065,0.8768845850017345,0.05450095327859362,0.05450095327859362,58.5,4.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,gen+sim,18,0.699750242371049,0.4623784205768165,0.2671536866431026,0.10991773502955032,134.0,4.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,gene,18,0.8166210680940772,0.4275919569274924,0.16583774891642503,0.10182141575110158,115.0,5.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,mix-fit,18,0.8504193636724426,0.9517872369354021,0.12393271380040688,0.004183745601967955,89.0,1.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,mix-gen,18,0.7937147834342458,0.871518848548037,0.16481319521603285,0.016891835986889633,132.0,1.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,mix-prec,18,0.7940575706141009,0.9241751172043396,0.17419880142843974,0.009030197010760608,112.0,1.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,mix-simp,18,0.8356201834882968,0.8223240967004863,0.13342092806471606,0.02950675732585588,122.5,2.5,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,pre+gen,18,0.732641590819503,0.8946815871608335,0.23333478209428707,0.015716719163742517,115.5,1.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,pre+sim,18,0.6448321467180563,0.8948785060767699,0.29679660959963916,0.022362411102689828,125.0,1.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,prec,18,0.6294033483622847,0.8988686760952296,0.3667147901421741,0.023154971791679586,110.0,1.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B3_apdtm_cls_cash_features_cash_real_synthetic_default,simp,18,0.5611345929170151,0.6183601737214243,0.4028118868476236,0.12933486319934023,134.0,3.0,78.05555555555556,"APDTM-style classifier trained on CASH features, real plus synthetic logs.",classifier,cash,cash_real_synthetic,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,equal,18,0.8293284969556534,0.9354110413069598,0.13789008699600153,0.005401902269714259,106.5,1.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,fit+gen,18,0.896448927174531,0.6761947422928641,0.09883330339757984,0.07896513180166645,76.0,4.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,fit+pre,18,0.840679342407561,1.0,0.14155682990092788,0.0,55.5,1.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,fit+sim,18,0.8399632825856295,0.708909849141377,0.13660948610128398,0.057615053140457576,99.0,3.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,fitn,18,0.9452662198056989,0.876583729645967,0.05473378019430111,0.05473378019430111,58.5,4.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,gen+sim,18,0.6970289336443501,0.4472527991343692,0.2698646580526818,0.11262870643912952,137.5,4.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,gene,18,0.8146613984228959,0.3982545049437412,0.1677825303636852,0.10376619719836175,118.0,5.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,mix-fit,18,0.8539910477099294,0.9622324522205294,0.1205932473303913,0.0008442791319523844,89.0,1.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,mix-gen,18,0.7948452214714061,0.892088089993367,0.16377586712780764,0.01585450789866444,132.0,1.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
B4_apdtm_cls_cash_features_cash_full_clean_default,mix-prec,18,0.7990836741634689,0.9444444444444444,0.16941317384241014,0.00424456942473101,100.0,1.0,131.22222222222223,"APDTM-style classifier trained on CASH features, full CASH dataset.",classifier,cash,cash_full,apdtm5_default,100,10,Default-only CASH rows prefer recorded v6_baseline_* rows; fallback is all-empty hyperparameters or nearest documented default when no baseline row exists.
